_id,title,publisher,writers,price,page,image,isbn
64bd7d65429d7849d7d36079,"Tüfek, Mikrop ve Çelik (Karton Kapak)",PEGASUS YAYINLARI,Jared Diamond,"90,10",664,https://img.kitapyurdu.com/v1/getImage/fn:7027950/wh:true/wi:800,9786052994573
64bd7d68429d7849d7d3607a,Hayvanlardan Tanrılara Sapiens\nİnsan Türünün Kısa Bir Tarihi,KOLEKTİF KİTAP,Yuval Noah Harari,"115,50",412,https://img.kitapyurdu.com/v1/getImage/fn:1459987/wh:true/wi:800,9786055029357
64bd7d6b429d7849d7d3607b,Doğadaki Son Çocuk (Karton Kapak),TÜBİTAK YAYINLARI,Richard Louv,"16,50",447,https://img.kitapyurdu.com/v1/getImage/fn:11260951/wh:true/wi:800,9789754035124
64bd7d6d429d7849d7d3607c,Kozmos Evrenin ve Yaşamın Sırları,ALTIN KİTAPLAR,Carl Sagan,"76,90",384,https://img.kitapyurdu.com/v1/getImage/fn:8635168/wh:true/wi:800,9789752107830
64bd7d70429d7849d7d3607d,Ezbere Yaşayanlar\nVazgeçemediğimiz Alışkanlıklarımızın Kökenleri,KRONİK KİTAP,Emrah Safa Gürkan,"48,00",400,https://img.kitapyurdu.com/v1/getImage/fn:11505303/wh:true/wi:800,9786258431131
64bd7d73429d7849d7d3607e,Incognito\nBeynin Gizli Hayatı,DOMİNGO YAYINEVİ,David Eagleman,"82,60",304,https://img.kitapyurdu.com/v1/getImage/fn:8742215/wh:true/wi:800,9786054729074
64bd7d76429d7849d7d3607f,Kadın Beyni Erkek Beyni,ELMA YAYINEVİ,Serkan Karaismailoğlu,"63,01",224,https://img.kitapyurdu.com/v1/getImage/fn:1020919/wh:true/wi:800,9786055286781
64bd7d79429d7849d7d36080,Dolaşım Sisteminde Yolculuk,TÜBİTAK YAYINLARI,Mary K. Corcoran,"9,00",41,https://img.kitapyurdu.com/v1/getImage/fn:1168962/wh:true/wi:800,9786053120254
64bd7d7c429d7849d7d36081,İFA: İnsanın Fabrika Ayarları 1.Kitap / Beden,TUTİ KİTAP,Sinan Canan,"86,85",184,https://img.kitapyurdu.com/v1/getImage/fn:9963055/wh:true/wi:800,9786059218603
64bd7d7f429d7849d7d36082,Duygusal Zeka,VARLIK YAYINLARI,Daniel Goleman,"108,75",440,https://img.kitapyurdu.com/v1/getImage/fn:280129/wh:true/wi:800,9789754341966
64bd7d82429d7849d7d36083,"Sınırsız Zihin: Sınırları Aşarak Öğren, Yönet Ve Yaşa",KOÇ ÜNİVERSİTESİ YAYINLARI,Jo Boaler,"56,32",208,https://img.kitapyurdu.com/v1/getImage/fn:11654590/wh:true/wi:800,9786057685445
64bd7d85429d7849d7d36084,İFA - İnsanın Fabrika Ayarları (Genişletilmiş Yeni Baskı),TUTİ KİTAP,Sinan Canan,"187,10",552,https://img.kitapyurdu.com/v1/getImage/fn:11611452/wh:true/wi:800,9786057365460
64bd7d88429d7849d7d36085,İFA: İnsanın Fabrika Ayarları 2. Kitap / İlişkiler ve Stres,TUTİ KİTAP,Sinan Canan,"87,75",192,https://img.kitapyurdu.com/v1/getImage/fn:10831371/wh:true/wi:800,9786059218627
64bd7d8b429d7849d7d36086,Şekilli Kimya Sözlüğü,TÜBİTAK YAYINLARI,"Chris Oxlade, Corinne Stockley, Jane Wertheim","9,00",126,https://img.kitapyurdu.com/v1/getImage/fn:38885/wh:true/wi:800,9789754035643
64bd7d8e429d7849d7d36087,Beyin\nSenin Hikayen,DOMİNGO YAYINEVİ,David Eagleman,"77,88",272,https://img.kitapyurdu.com/v1/getImage/fn:11463746/wh:true/wi:800,9786054729692
64bd7d91429d7849d7d36088,Sihirli Bilim - Etkileyici Kimya Deneyleri,TÜBİTAK YAYINLARI,"Paula Navarro, Angels Jimenez","8,25",35,https://img.kitapyurdu.com/v1/getImage/fn:1177779/wh:true/wi:800,9786053120339
64bd7d94429d7849d7d36089,Dakikalar İçinde Büyük Fikirler,KRONİK KİTAP,Ian Crofton,"36,00",416,https://img.kitapyurdu.com/v1/getImage/fn:11571938/wh:true/wi:800,9786258431551
64bd7d97429d7849d7d3608a,Zamanın Kısa Tarihi,ALFA YAYINLARI,Stephen Hawking,"82,80",255,https://img.kitapyurdu.com/v1/getImage/fn:11629687/wh:true/wi:800,9786051067582
64bd7d9a429d7849d7d3608b,Çizgi Bilim - Aziz Sancar,TÜBİTAK YAYINLARI,Kolektif,"11,05",48,https://img.kitapyurdu.com/v1/getImage/fn:11443556/wh:true/wi:800,9786053124054
64bd7d9d429d7849d7d3608c,Sihirli Bilim - İnanılmaz Işık ve Renk Deneyleri,TÜBİTAK YAYINLARI,"Paula Navarro, Angels Jimenez","8,25",35,https://img.kitapyurdu.com/v1/getImage/fn:1177677/wh:true/wi:800,9786053120346
64bd7da0429d7849d7d3608d,Deneyerek Botanik,TÜBİTAK YAYINLARI,"Sonja Duletic Lausevic, Dusica Janosevic","7,50",32,https://img.kitapyurdu.com/v1/getImage/fn:10227309/wh:true/wi:800,9786053120216
64bd7da3429d7849d7d3608e,101 Basamaklı Sayılara Kadar Sayabilir misiniz?,TÜBİTAK YAYINLARI,Robert E. Wells,"7,50",36,https://img.kitapyurdu.com/v1/getImage/fn:1159933/wh:true/wi:800,9786053120476
64bd7da6429d7849d7d3608f,Anadolu Doğasından Yansımalar (Ciltli),TÜBİTAK YAYINLARI,Bülent Gözcelioğlu,"27,00",407,https://img.kitapyurdu.com/v1/getImage/fn:2758209/wh:true/wi:800,9789754039726
64bd7daa429d7849d7d36090,Antrenmanlarla Matematik 1,ANTRENMAN YAYINLARI,"Halil İbrahim Küçükkaya, Mehmet Girgiç, Ahmet Karakoç","173,40",352,https://img.kitapyurdu.com/v1/getImage/fn:1919613/wh:true/wi:800,9786058821002
64bd7dad429d7849d7d36091,Yaşamın Sırrı DNA (Ciltsiz),TÜBİTAK YAYINLARI,Bahri Karaçay,"14,25",360,https://img.kitapyurdu.com/v1/getImage/fn:292625/wh:true/wi:800,9789754035384
64bd7db0429d7849d7d36092,Gemiler / İlk Okuma,TÜBİTAK YAYINLARI,Emily Bone,"11,25",30,https://img.kitapyurdu.com/v1/getImage/fn:39395/wh:true/wi:800,9789754035599
64bd7db3429d7849d7d36093,Dura Mater,ELMA YAYINEVİ,Serkan Karaismailoğlu,"119,65",560,https://img.kitapyurdu.com/v1/getImage/fn:11447393/wh:true/wi:800,9786257112376
64bd7db6429d7849d7d36094,Beynine Bir Kez Hava Değmeye Görsün (Ciltsiz),TÜBİTAK YAYINLARI,Dr. Frank Vertosick Jr.,"41,25",272,https://img.kitapyurdu.com/v1/getImage/fn:11578992/wh:true/wi:800,9789754033045
64bd7db9429d7849d7d36095,Kıtlık / Çok Aza Sahip Olmanın Başka Anlamları,TÜBİTAK YAYINLARI,"Sendhil Mullainathan, Eldar Shafir","15,00",293,https://img.kitapyurdu.com/v1/getImage/fn:10499582/wh:true/wi:800,9786053123040
64bd7dbc429d7849d7d36096,Sihirli Bilim - Şaşırtıcı Ses Deneyleri,TÜBİTAK YAYINLARI,"Paula Navarro, Angels Jimenez","8,25",35,https://img.kitapyurdu.com/v1/getImage/fn:1177781/wh:true/wi:800,9786053120360
64bd7dbf429d7849d7d36097,Dolunayın Özgür Kadınları\nRuh-Zihin-Beden Bütünlüğünde Ay Işığından Kadına 28 Günlük Bir Yolculuk,TİMAŞ YAYINLARI,Dr. Ayşe Duman,"66,50",160,https://img.kitapyurdu.com/v1/getImage/fn:11517311/wh:true/wi:800,9786050844092
64bd7dc2429d7849d7d36098,Dinozorlar Ne Kadar Büyüktü?,TÜBİTAK YAYINLARI,Anna Milbourne,"36,60",24,https://img.kitapyurdu.com/v1/getImage/fn:6728103/wh:true/wi:800,9786053121633
64bd7dc6429d7849d7d36099,Sorgulanan Uzay ve Zaman,TÜBİTAK YAYINLARI,"Prof. Dr. Metin Arık, Mustafa Sancak","11,25",240,https://img.kitapyurdu.com/v1/getImage/fn:10998114/wh:true/wi:800,9786053123798
64bd7dc9429d7849d7d3609a,"Tanrı, İnsan, Hayvan, Makine",ALTIN KİTAPLAR,Meghan O’gıeblyn,"55,13",288,https://img.kitapyurdu.com/v1/getImage/fn:11688085/wh:true/wi:800,9789752128033
64bd7dcc429d7849d7d3609b,Yeterince Tembel Misin?\nAylaklar İçin Matematik,CEZVE KİTAP,Tuğba Coşkuner,"62,04",224,https://img.kitapyurdu.com/v1/getImage/fn:11337403/wh:true/wi:800,9786052297117
64bd7dcf429d7849d7d3609c,Dakikalar İçinde Din\nDünyanın Köklü İnançlarına Dair 200 Temel Kavram,KRONİK KİTAP,Marcus Weeks,"36,00",416,https://img.kitapyurdu.com/v1/getImage/fn:11560001/wh:true/wi:800,9786258431391
64bd7dd2429d7849d7d3609d,Dakikalar İçinde Sanat / Anında Açıklanan 200 Temel Kavram,KRONİK KİTAP,Susie Hodge,"36,00",416,https://img.kitapyurdu.com/v1/getImage/fn:11618430/wh:true/wi:800,9786258431483
64bd7dd5429d7849d7d3609e,Ergen Beyni,HEP KİTAP,"Dr. Frances E. Jensen, Amy Ellis Nut","89,10",384,https://img.kitapyurdu.com/v1/getImage/fn:11670990/wh:true/wi:800,9786051921396
64bd7dd8429d7849d7d3609f,Dünyanın En Yalnız Beyni,ORTAPİA,Serkan Karaismailoğlu,"111,75",312,https://img.kitapyurdu.com/v1/getImage/fn:11743191/wh:true/wi:800,9786057144621
64bd7ddb429d7849d7d360a0,Yeni Dünyanın Cesur İnsanı,TUTİ KİTAP,Sinan Canan,"94,50",176,https://img.kitapyurdu.com/v1/getImage/fn:11482742/wh:true/wi:800,9786059218955
64bd7dde429d7849d7d360a1,Bay Endişe\nObsesif Kompulsif Bozukluk Hakkında Bir Öykü,TÜBİTAK YAYINLARI,Holly L. Niner,"7,50",34,https://img.kitapyurdu.com/v1/getImage/fn:1161584/wh:true/wi:800,9786053120384
64bd7de1429d7849d7d360a2,Dakikalar İçinde Ekonomi / Anında Açıklanan 200 Temel Kavram,KRONİK KİTAP,Niall Kishtainy,"36,00",416,https://img.kitapyurdu.com/v1/getImage/fn:11511529/wh:true/wi:800,9786258431148
64bd7de4429d7849d7d360a3,Ağaçlar / İlk Okuma,TÜBİTAK YAYINLARI,Lisa Jane Gillespie,"11,25",30,https://img.kitapyurdu.com/v1/getImage/fn:4315437/wh:true/wi:800,9789754035582
64bd7de7429d7849d7d360a4,Saklı Dünya,DOMİNGO YAYINEVİ,Merlin Sheldrake,"77,88",384,https://img.kitapyurdu.com/v1/getImage/fn:11590135/wh:true/wi:800,9786051982342
64bd7dea429d7849d7d360a5,"SoruYorum 1: Kadınlar, Erkekler, Cinslikler ve Cinsellikler…",TUTİ KİTAP,Sinan Canan,"54,40",120,https://img.kitapyurdu.com/v1/getImage/fn:11663491/wh:true/wi:800,9786057225917
64bd7ded429d7849d7d360a6,"Göklerin Matematiği\nUnutulmuş Sanat, Küresel Trigonometri",TÜBİTAK YAYINLARI,Glen Van Brummelen,"33,75",216,https://img.kitapyurdu.com/v1/getImage/fn:11577054/wh:true/wi:800,9786053124443
64bd7df0429d7849d7d360a7,Yakından Tanıyın - İcatlar,TÜBİTAK YAYINLARI,Lionel Bender,"24,00",72,https://img.kitapyurdu.com/v1/getImage/fn:6373037/wh:true/wi:800,9786053120810
64bd7df3429d7849d7d360a8,Spor Yap Sağlıklı Yaşa!,TÜBİTAK YAYINLARI,Aleix Cabrera,"8,25",38,https://img.kitapyurdu.com/v1/getImage/fn:1161628/wh:true/wi:800,9789754039917
64bd7df6429d7849d7d360a9,Değişen Beynim,TUTİ KİTAP,Sinan Canan,"108,90",346,https://img.kitapyurdu.com/v1/getImage/fn:1121573/wh:true/wi:800,9786059218085
64bd7df9429d7849d7d360aa,Curie ve Radyoaktivitenin Bilimi - Bilimin Patlama Çağı,TÜBİTAK YAYINLARI,Ian Graham,"7,64",32,https://img.kitapyurdu.com/v1/getImage/fn:10227862/wh:true/wi:800,9786053121848
64bd7dfc429d7849d7d360ab,Acelesi Olanlar İçin Astrofizik,NOVA KİTAP,Neil deGrasse Tyson,"42,25",168,https://img.kitapyurdu.com/v1/getImage/fn:11692213/wh:true/wi:800,9786258489736
64bd7dff429d7849d7d360ac,Yapay Zeka Miti,FOL KİTAP,Erik J. Larson,"115,50",376,https://img.kitapyurdu.com/v1/getImage/fn:11601532/wh:true/wi:800,9786258411621
64bd7e01429d7849d7d360ad,Faraday ve Elektriğin Bilimi / Bilimin Patlama Çağı,TÜBİTAK YAYINLARI,Brian Williamson,"7,64",32,https://img.kitapyurdu.com/v1/getImage/fn:10227296/wh:true/wi:800,9786053121824
64bd7e04429d7849d7d360ae,Hastalıklardan Korun Sağlıklı Yaşa!,TÜBİTAK YAYINLARI,Aleix Cabrera,"8,25",38,https://img.kitapyurdu.com/v1/getImage/fn:1161548/wh:true/wi:800,9789754039870
64bd7e07429d7849d7d360af,Çocuğumun Beyninde Neler Oluyor?,ELMA YAYINEVİ,Doç. Dr. Saniye Bencik Kangal,"105,49",336,https://img.kitapyurdu.com/v1/getImage/fn:11437468/wh:true/wi:800,9786257112321
64bd7e0a429d7849d7d360b0,İki Kültür (Ciltsiz),TÜBİTAK YAYINLARI,C. P. Snow,"9,00",208,https://img.kitapyurdu.com/v1/getImage/fn:9827932/wh:true/wi:800,9789754032451
64bd7e0d429d7849d7d360b1,Güçlü Titreşimler\nMüziğin Fiziği,TÜBİTAK YAYINLARI,Barry Parker,"12,75",321,https://img.kitapyurdu.com/v1/getImage/fn:1168318/wh:true/wi:800,9789754039863
64bd7e10429d7849d7d360b2,Bell ve Telefonun Bilimi - Bilimin Patlama Çağı,TÜBİTAK YAYINLARI,Brian Williamson,"7,64",32,https://img.kitapyurdu.com/v1/getImage/fn:10227284/wh:true/wi:800,9786053121817
64bd7e13429d7849d7d360b3,Dünyayı Değiştiren İcatlar,CEZVE ÇOCUK,Gurbet Lüy,"60,72",144,https://img.kitapyurdu.com/v1/getImage/fn:11459075/wh:true/wi:800,9786057090720
64bd7e16429d7849d7d360b4,Canlı Devre\nDurmaksızın Değişen Beynin İçyüzü,DOMİNGO YAYINEVİ,David Eagleman,"82,50",328,https://img.kitapyurdu.com/v1/getImage/fn:11430660/wh:true/wi:800,9786051981901
64bd7e19429d7849d7d360b5,İnci'nin Büyük Yarışı\nAstım Hakkında Bir Öykü,TÜBİTAK YAYINLARI,Theresa Martin Golding,"7,50",35,https://img.kitapyurdu.com/v1/getImage/fn:1161560/wh:true/wi:800,9786053120438
64bd7e1c429d7849d7d360b6,"Garip Eğriler, Tavşanları Saymak ve Diğer Matematiksel Keşifler",TÜBİTAK YAYINLARI,Keith Ball,"12,30",261,https://img.kitapyurdu.com/v1/getImage/fn:6620783/wh:true/wi:800,9786053121053
64bd7e21429d7849d7d360b7,Fiziği Tanıyalım -Mekanik / Elinizin Altındaki Gerçekler,TÜBİTAK YAYINLARI,Kolektif,"9,00",64,https://img.kitapyurdu.com/v1/getImage/fn:9729517/wh:true/wi:800,9789754038828
64bd7e27429d7849d7d360b8,Dakikalar İçinde Genetik / Anında Açıklanan 200 Temel Kavram,KRONİK KİTAP,Tom Jackson,"36,00",416,https://img.kitapyurdu.com/v1/getImage/fn:11632662/wh:true/wi:800,9786258431797
64bd7e2b429d7849d7d360b9,Doğanın Gizemleri ve Harikaları,TÜBİTAK YAYINLARI,Elizabeth Dalby,"18,00",128,https://img.kitapyurdu.com/v1/getImage/fn:292550/wh:true/wi:800,9789754035377
64bd7e2e429d7849d7d360ba,Bu Doğru Olamaz!,TÜBİTAK YAYINLARI,Rab Houston,"24,00",192,https://img.kitapyurdu.com/v1/getImage/fn:7547021/wh:true/wi:800,9786053122586
64bd7e32429d7849d7d360bb,İpek Yeni Şeyler Üretiyor,TÜBİTAK YAYINLARI,"Nuria Roca, Carol Isern","8,25",36,https://img.kitapyurdu.com/v1/getImage/fn:1168950/wh:true/wi:800,9786053120575
64bd7e35429d7849d7d360bc,Başıma Yıldırım Düştü!\nOlasılıkların İlginç Dünyası,TÜBİTAK YAYINLARI,Jeffrey S. Rosenthal,"12,00",332,https://img.kitapyurdu.com/v1/getImage/fn:2919250/wh:true/wi:800,9789754039733
64bd7e38429d7849d7d360bd,Dakikalar İçinde Astronomi\nAnında Açıklanan 200 Temel Kavram,KRONİK KİTAP,Giles Sparrow,"36,00",416,https://img.kitapyurdu.com/v1/getImage/fn:11638682/wh:true/wi:800,9786256989047
64bd7e3c429d7849d7d360be,Yaratılıştaki Çatlak: Gen Düzenlemenin Evrime Hükmeden İnanılmaz Gücü,KOÇ ÜNİVERSİTESİ YAYINLARI,"Jennifer A. Doudna, Samuel H. Sternberg","76,35",248,https://img.kitapyurdu.com/v1/getImage/fn:7277566/wh:true/wi:800,9786052116777
64bd7e3f429d7849d7d360bf,İlginç Mikroskobik Canlılar,TÜBİTAK YAYINLARI,Ian Graham,"19,50",32,https://img.kitapyurdu.com/v1/getImage/fn:1198009/wh:true/wi:800,9786053120322
64bd7e42429d7849d7d360c0,"Poincare Sanısı / Geometri, Topoloji ve Evrenin Şekli",TÜBİTAK YAYINLARI,Donal O'Shea,"15,31",337,https://img.kitapyurdu.com/v1/getImage/fn:6536474/wh:true/wi:800,9786053122197
64bd7e45429d7849d7d360c1,Kenz-ul Ervah\nRuhların Sırrı,ŞİRA YAYINLARI,Işık Kızıltuğ,"112,00",224,https://img.kitapyurdu.com/v1/getImage/fn:11683079/wh:true/wi:800,9786057977441
64bd7e48429d7849d7d360c2,Fiziği Tanıyalım Manyetizma / Elinizin Altındaki Gerçekler,TÜBİTAK YAYINLARI,Kolektif,"9,00",64,https://img.kitapyurdu.com/v1/getImage/fn:9729526/wh:true/wi:800,9789754038811
64bd7e4b429d7849d7d360c3,"Dahilerin Gizli Alışkanlıkları\nYetenek, IQ ve Cesaretin Ötesindeki Sır",KRONİK KİTAP,Craig Wright,"60,00",336,https://img.kitapyurdu.com/v1/getImage/fn:11571934/wh:true/wi:800,9786258431490
64bd7e4e429d7849d7d360c4,Şu Acayip Beyin / Acayip Şeyler Dizisi 21,UĞURBÖCEĞİ YAYINLARI,Tarık Uslu,"39,60",176,https://img.kitapyurdu.com/v1/getImage/fn:9230687/wh:true/wi:800,9786052236673
64bd7e51429d7849d7d360c5,Karanlık Bilim,YEDİVEREN YAYINLARI,Ayhan Tarakcı,"47,40",176,https://img.kitapyurdu.com/v1/getImage/fn:11660396/wh:true/wi:800,9786052693438
64bd7e54429d7849d7d360c6,"Dakikalar İçinde Gelecek\nGeleceğimizi Şekillendirecek 200 Kavram, Teknoloji ve Sonuçları",KRONİK KİTAP,Keith Mansfield,"36,00",416,https://img.kitapyurdu.com/v1/getImage/fn:11654013/wh:true/wi:800,9786256989122
64bd7e57429d7849d7d360c7,Mühendislikte Yapısal Sorular,KLAROS YAYINLARI,Cevdet Şentürk,"187,40",156,https://img.kitapyurdu.com/v1/getImage/fn:11730996/wh:true/wi:800,9786254154188
64bd7e5a429d7849d7d360c8,Vicdan:Ahlaki Sezginin Kökeni,KOÇ ÜNİVERSİTESİ YAYINLARI,Patricia S. Churchland,"61,60",245,https://img.kitapyurdu.com/v1/getImage/fn:11448906/wh:true/wi:800,9786057685872
64bd7e5d429d7849d7d360c9,Matematiğin Aydınlık Dünyası (ciltsiz),TÜBİTAK YAYINLARI,Sinan Sertöz,"17,25",118,https://img.kitapyurdu.com/v1/getImage/fn:10999096/wh:true/wi:800,9789754030587
64bd7e60429d7849d7d360ca,Şu Acayip Sinekler,UĞURBÖCEĞİ YAYINLARI,Tarık Uslu,"39,60",160,https://img.kitapyurdu.com/v1/getImage/fn:11597021/wh:true/wi:800,9786258355468
64bd7e63429d7849d7d360cb,Gelecek 100 Yıl\n21. Yüzyıl İçin Öngörüler,PEGASUS YAYINLARI,George Friedman,"90,00",320,https://img.kitapyurdu.com/v1/getImage/fn:191430/wh:true/wi:800,9786055943660
64bd7e66429d7849d7d360cc,İnsan Vücuduna Seyahat,DOMİNGO YAYINEVİ,Gavin Francis,"75,90",272,https://img.kitapyurdu.com/v1/getImage/fn:11412087/wh:true/wi:800,9786051980041
64bd7e69429d7849d7d360cd,Element Kartları (Kutulu),TÜBİTAK YAYINLARI,Kolektif,"156,00",118,https://img.kitapyurdu.com/v1/getImage/fn:11512619/wh:true/wi:800,9786053124214
64bd7e6c429d7849d7d360ce,Barış'ın Gezintisi\nOtizm Hakkında Bir Öykü,TÜBİTAK YAYINLARI,Laurie Lears,"7,50",34,https://img.kitapyurdu.com/v1/getImage/fn:1161617/wh:true/wi:800,9786053120377
64bd7e6f429d7849d7d360cf,Yaşam 3.0\nYapay Zeka Çağında İnsan Olmak,PEGASUS YAYINLARI,Max Tegmark,"96,00",464,https://img.kitapyurdu.com/v1/getImage/fn:8522259/wh:true/wi:800,9786052996133
64bd7e72429d7849d7d360d0,Türlerin Kökeni,ALFA YAYINLARI,Charles Darwin,"140,40",504,https://img.kitapyurdu.com/v1/getImage/fn:11632008/wh:true/wi:800,9786051715308
64bd7e75429d7849d7d360d1,"Süper Zeka:Yapay Zeka Uygulamaları, Tehlikeler Ve Stratejiler",KOÇ ÜNİVERSİTESİ YAYINLARI,Nick Bostrom,"68,75",392,https://img.kitapyurdu.com/v1/getImage/fn:7820498/wh:true/wi:800,9786052116784
64bd7e78429d7849d7d360d2,Kimyayı Tanıyalım Kimyasal Tepkimeler / Elinizin Altındaki Gerçekler,TÜBİTAK YAYINLARI,Kolektif,"9,00",64,https://img.kitapyurdu.com/v1/getImage/fn:10330337/wh:true/wi:800,9789754038774
64bd7e7b429d7849d7d360d3,Alexander Graham Bell - Bilim İnsanlarının Yaşam Öyküleri,TÜBİTAK YAYINLARI,Catherine Chambers,"7,50",32,https://img.kitapyurdu.com/v1/getImage/fn:7507392/wh:true/wi:800,9786053121336
64bd7e7e429d7849d7d360d4,Zamanın Coğrafyası\nKültürlerin Zaman Algısı Üzerine,MAYA KİTAP,Robert Levine,"79,20",288,https://img.kitapyurdu.com/v1/getImage/fn:11599998/wh:true/wi:800,9786055675783
64bd7e81429d7849d7d360d5,Kimyayı Tanıyalım Organik Kimya ve Biyokimya / Elinizin Altındaki Gerçekler Kimyayı Tnıyalım Organik Kimya ve Biyokimya,TÜBİTAK YAYINLARI,Kolektif,"9,00",64,https://img.kitapyurdu.com/v1/getImage/fn:1005800/wh:true/wi:800,9789754039252
64bd7e84429d7849d7d360d6,Yükseliş\nKrizdeki Uluslar İçin Dönüm Noktaları (Karton Kapak),PEGASUS YAYINLARI,Jared Diamond,"86,40",576,https://img.kitapyurdu.com/v1/getImage/fn:9900857/wh:true/wi:800,9786052997475
64bd7e87429d7849d7d360d7,Geleceği Değiştiren Dokuz Algoritma\nGünümüz Bilgisayarlarının Ardındaki Parlak Fikirler,TÜBİTAK YAYINLARI,John McCormick,"41,25",291,https://img.kitapyurdu.com/v1/getImage/fn:6228654/wh:true/wi:800,9786053121510
64bd7e8b429d7849d7d360d8,Adli Araştırmalar / Kaybolmayan İzler,TÜBİTAK YAYINLARI,Leela Burnscott,"7,50",32,https://img.kitapyurdu.com/v1/getImage/fn:9729533/wh:true/wi:800,9789754039719
64bd7e8e429d7849d7d360d9,Bir Avcı Tayyaresi Yapmaya Karar Verdim,TÜBİTAK YAYINLARI,Emir Öngüner,"18,75",216,https://img.kitapyurdu.com/v1/getImage/fn:11287175/wh:true/wi:800,9786053123880
64bd7e91429d7849d7d360da,Gılgamış: Tabletler Ne Anlatır?\nHomo Sapiens’in İlk Trajedisi,REDİNGOT KİTAP,Prof.Dr. İsmail Gezgin,"62,93",240,https://img.kitapyurdu.com/v1/getImage/fn:11606952/wh:true/wi:800,9786056911972
64bd7e95429d7849d7d360db,Casuslar ve Casusluk,TÜBİTAK YAYINLARI,Clive Gifford,"13,54",128,https://img.kitapyurdu.com/v1/getImage/fn:7866823/wh:true/wi:800,9786053121176
64bd7e98429d7849d7d360dc,Mutfak Bilimini Keşfedelim,TÜBİTAK YAYINLARI,Lucie Parker,"10,42",32,https://img.kitapyurdu.com/v1/getImage/fn:8480877/wh:true/wi:800,9786053123194
64bd7e9d429d7849d7d360dd,Tanrı Yanılgısı,KUZEY YAYINLARI,Richard Dawkins,"79,80",352,https://img.kitapyurdu.com/v1/getImage/fn:11350679/wh:true/wi:800,9789944315111
64bd7ea0429d7849d7d360de,Gök Atlası,TÜBİTAK YAYINLARI,Alp Akoğlu,"28,50",2,https://img.kitapyurdu.com/v1/getImage/fn:11450438/wh:true/wi:800,9789754039504
64bd7ea3429d7849d7d360df,Keşif Laboratuvarları,TÜBİTAK YAYINLARI,Lucie Parker,"63,75",128,https://img.kitapyurdu.com/v1/getImage/fn:11129329/wh:true/wi:800,9786053122791
64bd7ea6429d7849d7d360e0,"Bağlantısallık, Yaşamdaşlık\n""Beyin Nedir?""den, ""Yaşam Nedir?""e Bir Bilim Serüveni",AYRINTI YAYINLARI,Türker Kılıç,"50,40",192,https://img.kitapyurdu.com/v1/getImage/fn:11676941/wh:true/wi:800,9786053145042
64bd7ea9429d7849d7d360e1,Yakından Tanıyın - İklim Değişimi,TÜBİTAK YAYINLARI,John Woodward,"16,50",72,https://img.kitapyurdu.com/v1/getImage/fn:1169167/wh:true/wi:800,9789754039948
64bd7ead429d7849d7d360e2,Kara Delikler Kara Delikler Hakkında Son Bilgiler,ALFA YAYINLARI,Stephen Hawking,"44,85",75,https://img.kitapyurdu.com/v1/getImage/fn:11333092/wh:true/wi:800,9786051715513
64bd7eb0429d7849d7d360e3,İstatistik ile Nasıl Yalan Söylenir?,URZENİ,Darrell Huff,"50,40",108,https://img.kitapyurdu.com/v1/getImage/fn:11459779/wh:true/wi:800,9786257221207
64bd7eb3429d7849d7d360e4,Mikrobiyota İçimizdeki Mikroplar\nYaşama Büyüleyici Bir Bakış,DOMİNGO YAYINEVİ,Ed Yong,"82,50",408,https://img.kitapyurdu.com/v1/getImage/fn:5843618/wh:true/wi:800,9786051980386
64bd7eb6429d7849d7d360e5,Canlılığın Tarihi\nFosillerden DNA'ya Dört Milyar Yıllık Karnaval,DOMİNGO YAYINEVİ,Neil Shubin,"72,60",288,https://img.kitapyurdu.com/v1/getImage/fn:11668156/wh:true/wi:800,9786051982618
64bd7eb9429d7849d7d360e6,"Evren Avucunda\nUzay, Zaman ve Ötesine Olağanüstü Bir Yolculuk",DOMİNGO YAYINEVİ,Christophe Galfard,"79,20",380,https://img.kitapyurdu.com/v1/getImage/fn:9108763/wh:true/wi:800,9786051980027
64bd7ebc429d7849d7d360e7,İlginç Kutup Hayvanları,TÜBİTAK YAYINLARI,Ian Graham,"7,50",32,https://img.kitapyurdu.com/v1/getImage/fn:1198046/wh:true/wi:800,9786053120315
64bd7ebf429d7849d7d360e8,Yaşam Nedir? Beş Adımda Biyolojiyi Anlamak,DOMİNGO YAYINEVİ,Paul Nurse,"58,74",184,https://img.kitapyurdu.com/v1/getImage/fn:11634248/wh:true/wi:800,9786051982502
64bd7ec2429d7849d7d360e9,Bizden Önceki Dünya: İnsanlığın Kökenlerinin Yeni Tarihi,NOVA KİTAP,Tom Higham,"91,08",328,https://img.kitapyurdu.com/v1/getImage/fn:11738020/wh:true/wi:800,9786258489613
64bd7ec5429d7849d7d360ea,Bilimsel Araştırmanın Mantığı,YAPI KREDİ YAYINLARI,Karl R. Popper,"158,40",621,https://img.kitapyurdu.com/v1/getImage/fn:112231/wh:true/wi:800,9789753634397
64bd7ec8429d7849d7d360eb,"Kralın Yeni Aklı\nBilgisayar, Zeka ve Fizik Yasaları",KOÇ ÜNİVERSİTESİ YAYINLARI,Roger Penrose,"85,80",504,https://img.kitapyurdu.com/v1/getImage/fn:1121186/wh:true/wi:800,9786055250690
