"_id,title,publisher,writers,price,page,image,isbn";
"64bd36b559faae5ec995c5f3,Güneş Enerjisi - Mühendislik Uygulamaları,dora basım yayın,Abdulvahap Yiğit,""147,90"",263,https://asset.kitapsepeti.com/gunes-enerjisi-muhendislik-uygulamalari-531691-36-O.jpg,9786052470381";
"64bd36b859faae5ec995c5f4,Alternatif Akım Devre Analizi ve Çözümlü Örnekler,dora basım yayın,İhsan Güller,""172,26"",371,https://asset.kitapsepeti.com/alternatif-akim-devre-analizi-ve-cozumlu-ornekler-531697-36-O.jpg,9789752447943";
"64bd36bb59faae5ec995c5f5,Genel Matematik 1,dora basım yayın,Ahmet Tekcan,""149,64"",344,https://asset.kitapsepeti.com/genel-matematik-366837-531712-36-O.jpg,9786059929080";
"64bd36be59faae5ec995c5f6,Makine Elemanları Çözümlü Problem Kitabı,dora basım yayın,Fatih C. Babalık,""184,44"",352,https://asset.kitapsepeti.com/makine-elemanlari-cozumlu-problem-kitabi-531702-36-O.jpg,9786052471197";
"64bd36c159faae5ec995c5f7,Graf Teori – I Temel Konular,dora basım yayın,İsmail Naci Cangül,""111,36"",186,https://asset.kitapsepeti.com/graf-teori-i-temel-konular-531676-36-O.jpg,9789752447394";
"64bd36c459faae5ec995c5f8,Kalkülüs Cilt 1,dora basım yayın,Mehmet Sezer,""261,00"",1050,https://asset.kitapsepeti.com/kalkulus-cilt-1-531681-36-O.jpg,9786059929059";
"64bd36c859faae5ec995c5f9,Laboratuar Teknikleri ve Temel Gıda Analizleri,dora basım yayın,Ömer Faruk Gamlı,""123,54"",204,https://asset.kitapsepeti.com/laboratuar-teknikleri-ve-temel-gida-analizleri-531693-36-O.jpg,9786059666657";
"64bd36cc59faae5ec995c5fa,Kamu Yönetiminde Paradigma Arayışları,dora basım yayın,Mehmet Zahid Sobacı,""128,76"",326,https://asset.kitapsepeti.com/kamu-yonetiminde-paradigma-arayislari-531683-36-O.jpg,9786059929745";
"64bd36d059faae5ec995c5fb,Muhteşem Adaptasyonlar,koç üniversitesi yayınları,Kenneth Catania,""40,20"",228,https://asset.kitapsepeti.com/muhtesem-adaptasyonlar-531111-36-O.jpg,9786258022247";
"64bd36d359faae5ec995c5fc,Su Getirme ve Kanalizasyon Uygulamaları,nobel akademik yayıncılık,Fatma İlter TÜRKDOĞAN,""169,40"",488,https://asset.kitapsepeti.com/su-getirme-ve-kanalizasyon-uygulamalari-530673-36-O.jpg,9786254178979";
"64bd36d659faae5ec995c5fd,Ormancılık Ve Doğal Kaynaklara Giriş,nobel akademik yayıncılık,Kolektif,""246,40"",512,https://asset.kitapsepeti.com/ormancilik-ve-dogal-kaynaklara-giris-468774-36-O.jpg,9786254270802";
"64bd36d959faae5ec995c5fe,Gökbilimsel,timaş yayınları,Tim James,""84,00"",240,https://asset.kitapsepeti.com/gokbilimsel-468768-36-O.jpg,9786050845549";
"64bd36dc59faae5ec995c5ff,Dönüm Noktalarıyla Fizik,ketebe yayınları,Robert Snedden,""59,63"",196,https://asset.kitapsepeti.com/donum-noktalariyla-fizik-467257-36-O.jpg,9786258159172";
"64bd36e059faae5ec995c600,Yapay Zeka Miti,fol kitap,Erik J. Larson,""110,88"",376,https://asset.kitapsepeti.com/yapay-zeka-miti-467029-36-O.jpg,9786258411621";
"64bd36e359faae5ec995c601,Tüketimin Evrimi,alfa yayınları,Geoffrey Miller,""113,75"",415,https://asset.kitapsepeti.com/tuketimin-evrimi-364000-466786-36-O.jpg,9786051064222";
"64bd36e659faae5ec995c602,Sosyal Bilimlerde Karşılaştırmalı Tarihsel Analiz,küre yayınları,Kolektif,""128,64"",431,https://asset.kitapsepeti.com/sosyal-bilimlerde-karsilastirmali-tarihsel-analiz-465801-36-O.jpg,9786057646828";
"64bd36e959faae5ec995c603,Atıksu Arıtma Tesislerinde Koku Kirliliğinin Değerlendirilmesi,gece kitaplığı,Kadir Ulutaş,""107,16"",84,https://asset.kitapsepeti.com/atiksu-aritma-tesislerinde-koku-kirliliginin-degerlendirilmesi-465428-36-O.jpg,9786254302985";
"64bd36ec59faae5ec995c604,Kötü Tavsiye,sabri ülker vakfı yayınları,Paul A. Offit,""54,94"",280,https://asset.kitapsepeti.com/kotu-tavsiye-464920-36-O.jpg,9786058012325";
"64bd36ef59faae5ec995c605,Spor Bilimlerinde Akademik Çalışmalar 6,gece kitaplığı,Özgür Karataş,""145,92"",206,https://asset.kitapsepeti.com/spor-bilimlerinde-akademik-calismalar-6-464781-36-O.jpg,9786254302572";
"64bd36f259faae5ec995c606,Stokastik Süreçler,nobel akademik yayıncılık,Ömer Önalan,""169,40"",488,https://asset.kitapsepeti.com/stokastik-surecler-465202-36-O.jpg,9786254270246";
"64bd36f659faae5ec995c607,Sıfırdan Başlayarak Algoritma ve Programlama Öğrenme,hiperlink yayınları,Emre Yazıcı,""180,00"",399,https://asset.kitapsepeti.com/sifirdan-baslayarak-algoritma-ve-programlama-ogrenme-464711-36-O.jpg,9786258410488";
"64bd36f959faae5ec995c608,Metaverse,hiperlink yayınları,Sabri Öz,""252,00"",294,https://asset.kitapsepeti.com/metaverse-362247-464705-36-O.jpg,9786258410693";
"64bd36fe59faae5ec995c609,Aynası Kırılan Narsisist,eğiten kitap,Kolektif,""93,60"",176,https://asset.kitapsepeti.com/aynasi-kirilan-narsisist-465155-36-O.jpg,9786258420524";
"64bd370159faae5ec995c60a,Açıklamalı Grafik Simge Sözlüğü,nobel akademik yayıncılık,Kemalettin Deniz,""100,10"",276,https://asset.kitapsepeti.com/aciklamali-grafik-simge-sozlugu-465088-36-O.jpg,9786254177729";
"64bd370459faae5ec995c60b,Yeni Ulaşımın Temelleri ve Geleceği,platanus publishing,Mehmet Çağrı Kızıltaş,""64,48"",127,https://asset.kitapsepeti.com/yeni-ulasimin-temelleri-ve-gelecegi-464115-36-O.jpg,9786258378856";
"64bd370959faae5ec995c60c,Genel Matematik,dora basım yayın,Ahmet Tekcan,""203,58"",637,https://asset.kitapsepeti.com/genel-matematik-361834-464042-36-O.jpg,9786052472125";
"64bd370c59faae5ec995c60d,Ombudsman Teorisi ve Karşılaştırmalı Ülke Uygulamaları,kriter yayınları,Kadir Caner Doğan,""138,60"",420,https://asset.kitapsepeti.com/ombudsman-teorisi-ve-karsilastirmali-ulke-uygulamalari-463941-36-O.jpg,9786258373325";
"64bd370f59faae5ec995c60e,Veri Modelleme ve Veri Analitiği,nobel akademik yayıncılık,Kolektif,""238,70"",762,https://asset.kitapsepeti.com/veri-modelleme-ve-veri-analitigi-463839-36-O.jpg,9786254174742";
"64bd371359faae5ec995c60f,Urban Hydraulics and Hydrology,nobel akademik yayıncılık,Ali Günyaktı,""184,80"",522,https://asset.kitapsepeti.com/urban-hydraulics-and-hydrology-463832-36-O.jpg,9786254270635";
"64bd371659faae5ec995c610,Aplikasyon,atlas akademi,Murat Yakar,""80,36"",208,https://asset.kitapsepeti.com/aplikasyon-361663-463827-36-O.jpg,9786258101126";
"64bd371959faae5ec995c611,Richmond Minimal Yüzeyler Ailesi ve Cebirsel Yüzeyleri,nobel bilimsel eserler,Erhan Güler,""61,60"",104,https://asset.kitapsepeti.com/richmond-minimal-yuzeyler-ailesi-ve-cebirsel-yuzeyleri-463411-36-O.jpg,9786254335761";
"64bd371c59faae5ec995c612,Niğde İlinde Elma Üretiminin Rekabet Analizi,atlas akademi,Ahmet Eşitken,""54,12"",220,https://asset.kitapsepeti.com/nigde-ilinde-elma-uretiminin-rekabet-analizi-463046-36-O.png,9786258101034";
"64bd372159faae5ec995c613,Yapılandırmacı Sınıf Ortamlarında Matematiksel İletişim,nobel akademik yayıncılık,Kolektif,""55,44"",120,https://asset.kitapsepeti.com/yapilandirmaci-sinif-ortamlarinda-matematiksel-iletisim-463024-36-O.jpg,9786254178962";
"64bd372459faae5ec995c614,Konya İlinde Kuraklık ve Su Yönetimi,atlas akademi,Süheyla Ağızan,""98,40"",222,https://asset.kitapsepeti.com/konya-ilinde-kuraklik-ve-su-yonetimi-463004-36-O.jpg,9786057839978";
"64bd372759faae5ec995c615,Sosyal Hizmette Süpervizyon,nika yayınevi,Daniel Harkness,""148,00"",552,https://asset.kitapsepeti.com/sosyal-hizmette-supervizyon-462912-36-O.jpg,9786257653657";
"64bd372a59faae5ec995c616,Sürdürülebilirlik Seti 3 Kitap,yeni i̇nsan yayınevi,Öykü Yaman,""139,36"",502,https://asset.kitapsepeti.com/surdurulebilirlik-seti-3-kitap-462862-36-O.jpg,2789788621086";
"64bd372d59faae5ec995c617,Kuantum Dolanıklık,pan yayıncılık,Jed Brody,""83,75"",192,https://asset.kitapsepeti.com/kuantum-dolaniklik-462836-36-O.jpg,9786258345032";
"64bd373059faae5ec995c618,Yeşil Politika Seti - 4 Kitap,yeni i̇nsan yayınevi,Philip Spencer,""240,53"",1272,https://asset.kitapsepeti.com/yesil-politika-seti-4-kitap-462505-36-O.jpg,2789788621048";
"64bd373359faae5ec995c619,Elektronik Devre Elemanları ve Devreleri,papatya yayıncılık,Sungur Aytaç,""190,00"",472,https://asset.kitapsepeti.com/elektronik-devre-elemanlari-ve-devreleri-462441-36-O.jpg,9789756797884";
"64bd373659faae5ec995c61a,Doğumu Anlamak - Çemberin Karesi,akademisyen kitabevi,Soo Downe,""164,00"",415,https://asset.kitapsepeti.com/dogumu-anlamak-cemberin-karesi-462102-36-O.jpg,9786258155006";
"64bd373959faae5ec995c61b,Bilimsel Devrimlerin Yapısı,kırmızı yayınları,Thomas S. Kuhn,""76,92"",324,https://asset.kitapsepeti.com/bilimsel-devrimlerin-yapisi-462063-36-O.jpg,9786057477804";
"64bd373c59faae5ec995c61c,Matematik Sembollerinin Kısa Tarihi,i̇ş bankası kültür yayınları,Joseph Mazur,""53,60"",360,https://asset.kitapsepeti.com/matematik-sembollerinin-kisa-tarihi-360125-462022-36-O.jpg,9786254291647";
"64bd374b59faae5ec995c61d,Robotiğe Giriş - Mekanik Ve Kontrol,nobel akademik yayıncılık,John J. Craig,""173,25"",456,https://asset.kitapsepeti.com/robotige-giris-mekanik-ve-kontrol-460830-35-O.jpg,9786254177583";
"64bd374f59faae5ec995c61e,Dünya Taekwondo Şampiyonası Müsabaka Analizi,gazi kitabevi,Erol Baykan,""53,30"",155,https://asset.kitapsepeti.com/dunya-taekwondo-sampiyonasi-musabaka-analizi-460802-35-O.jpg,9786258374629";
"64bd375259faae5ec995c61f,Elektromanyetizma - Kompleks Analiz Elektromanyetik Alanlar ve Dalga Oluşumu,palme yayıncılık,İsmet Yarcı,""302,58"",380,https://asset.kitapsepeti.com/elektromanyetizma-kompleks-analiz-elektromanyetik-alanlar-ve-dalga-olusumu-460464-35-O.jpg,9786052829080";
"64bd375559faae5ec995c620,Tarihselci Yöntem ve Bilim Tarihi,yazılama yayınevi,Kolektif,""80,60"",338,https://asset.kitapsepeti.com/tarihselci-yontem-ve-bilim-tarihi-460718-35-O.jpg,9786052222713";
"64bd375859faae5ec995c621,Teknolojiye Karşı İnsanlık,siyah kitap,Gerd Leonhard,""57,60"",224,https://asset.kitapsepeti.com/teknolojiye-karsi-insanlik-459270-35-O.jpg,9786056846052";
"64bd375c59faae5ec995c622,Süper İnsan,siyah kitap,Andy Walker,""72,00"",420,https://asset.kitapsepeti.com/super-insan-459269-35-O.jpg,9786056927423";
"64bd375f59faae5ec995c623,Spor Bilimleri Alanında Uluslararası Araştırmalar II,eğitim yayınevi - bilimsel eserler,Kolektif,""85,28"",206,https://asset.kitapsepeti.com/spor-bilimleri-alaninda-uluslararasi-arastirmalar-ii-457722-35-O.jpg,9786258108903";
"64bd376359faae5ec995c624,Mühendislik Alanında Uluslararası Araştırmalar IV,eğitim yayınevi - bilimsel eserler,Kolektif,""77,90"",128,https://asset.kitapsepeti.com/muhendislik-alaninda-uluslararasi-arastirmalar-iv-457706-35-O.jpg,9786258108781";
"64bd376659faae5ec995c625,""Ziraat, Orman Ve Su Ürünleri Alanında Uluslararası Araştırmalar II"",eğitim yayınevi - bilimsel eserler,Kolektif,""69,70"",126,https://asset.kitapsepeti.com/ziraat-orman-ve-su-urunleri-alaninda-uluslararasi-arastirmalar-ii-457683-35-O.jpg,9786258108743";
"64bd376959faae5ec995c626,Evren Tasarlamak ve Şekillendirmek,cinius yayınları,Metin Şahin,""43,40"",50,https://asset.kitapsepeti.com/evren-tasarlamak-ve-sekillendirmek-457315-35-O.jpg,9786258330380";
"64bd376c59faae5ec995c627,Öklidyen ve Öklidyen Olmayan Modeller ile Aksiyomatik Geometriye Giriş,nobel akademik yayıncılık,Nilgün Sönmez,""46,20"",100,https://asset.kitapsepeti.com/oklidyen-ve-oklidyen-olmayan-modeller-ile-aksiyomatik-geometriye-giris-457279-35-O.jpg,9786050330489";
"64bd376f59faae5ec995c628,Yakıtlar ve Yanma,nobel akademik yayıncılık,Sinan Erdoğan,""138,60"",360,https://asset.kitapsepeti.com/yakitlar-ve-yanma-356089-457242-35-O.jpg,9786053207702";
"64bd377259faae5ec995c629,Unutmak ya da Unutmamak: Unutulma Hakkının Gazetecilik Perspektifinden Uygulanabilirliği,nobel akademik yayıncılık,Elif Korap Özel,""111,65"",334,https://asset.kitapsepeti.com/unutmak-ya-da-unutmamak-unutulma-hakkinin-gazetecilik-perspektifinden-uygulanabilirligi-457189-35-O.png,9786254397301";
"64bd377559faae5ec995c62a,A’dan Z’ye Görüşme,nobel akademik yayıncılık,Eylem Şentürk Kara,""92,40"",244,https://asset.kitapsepeti.com/adan-zye-gorusme-457184-35-O.jpg,9786254170775";
"64bd377859faae5ec995c62b,Akışkanlar Mekaniği ve Hidrolik Problemleri,nobel akademik yayıncılık,Nusret Şekerdağ,""84,70"",224,https://asset.kitapsepeti.com/akiskanlar-mekanigi-ve-hidrolik-problemleri-356079-549393-35-O.jpg,9786051335926";
"64bd377b59faae5ec995c62c,Nanobilim ve Nanoteknoloji,nobel akademik yayıncılık,Fevzi Köksal,""146,30"",368,https://asset.kitapsepeti.com/nanobilim-ve-nanoteknoloji-356078-457215-35-O.jpg,9786051338088";
"64bd377e59faae5ec995c62d,Evsel Katı Atık Yönetimi ve Geri Dönüşüm,nobel akademik yayıncılık,Ömer Faruk Tekin,""107,80"",287,https://asset.kitapsepeti.com/evsel-kati-atik-yonetimi-ve-geri-donusum-457234-35-O.jpg,9786254069581";
"64bd378159faae5ec995c62e,Gezegen Fabrikası,say yayınları,Elizabeth Tasker,""112,50"",416,https://asset.kitapsepeti.com/gezegen-fabrikasi-456363-35-O.jpg,9786050209051";
"64bd378459faae5ec995c62f,Olasılık ve İstatistik Öğretimi,alfa aktüel yayınları,Murat Altun,""65,25"",156,https://asset.kitapsepeti.com/olasilik-ve-istatistik-ogretimi-355068-455871-35-O.jpg,9789752534223";
"64bd378759faae5ec995c630,Estetik Tıpta Botulinum Toksin,i̇stanbul tıp kitabevi,Mauricio de Maio,""518,81"",158,https://asset.kitapsepeti.com/estetik-tipta-botulinum-toksin-455688-35-O.jpg,9786059528788";
"64bd378a59faae5ec995c631,Diş Hekimliği İçin Anatominin Temelleri,i̇stanbul tıp kitabevi,D. R. Singh,""1.391,94"",1156,https://asset.kitapsepeti.com/dis-hekimligi-icin-anatominin-temelleri-455686-35-O.jpg,9786057607065";
"64bd378e59faae5ec995c632,Fizik Kitabı,alfa yayınları,Jim Al-Khalili,""422,50"",337,https://asset.kitapsepeti.com/fizik-kitabi-455618-35-O.jpg,9786254495632";
"64bd379159faae5ec995c633,Fen Eğitimi Araştırmalarına Güncel Bakış - 4,akademisyen kitabevi,Ali Gül,""188,60"",282,https://asset.kitapsepeti.com/fen-egitimi-arastirmalarina-guncel-bakis-4-455540-35-O.jpg,9786258155433";
"64bd379459faae5ec995c634,Fen Eğitimi Araştırmalarına Güncel Bakış - 3,akademisyen kitabevi,Alev Doğan,""143,50"",197,https://asset.kitapsepeti.com/fen-egitimi-arastirmalarina-guncel-bakis-3-455535-35-O.jpg,9786258155259";
"64bd379759faae5ec995c635,Afet Risk Yönetimine Öznel Yaklaşımlar,astana yayınları,Kolektif,""173,25"",298,https://asset.kitapsepeti.com/afet-risk-yonetimine-oznel-yaklasimlar-455397-35-O.jpg,9786258045444";
"64bd379a59faae5ec995c636,Current Tanı ve Tedavi - İş ve Çevre Hekimliği,palme yayıncılık,Joseph Ladou,""610,08"",942,https://asset.kitapsepeti.com/current-tani-ve-tedavi-is-ve-cevre-hekimligi-454397-35-O.jpg,9786052829011";
"64bd379d59faae5ec995c637,Metalürji Ve Malzeme Bilimi,nobel akademik yayıncılık,Kolektif,""169,40"",440,https://asset.kitapsepeti.com/metalurji-ve-malzeme-bilimi-454248-35-O.jpg,9786254177934";
"64bd37a059faae5ec995c638,Isı Transferi,alfa aktüel yayınları,Abdulvahap Yiğit,""130,50"",508,https://asset.kitapsepeti.com/isi-transferi-353913-454202-35-O.jpg,9789752532472";
"64bd37a359faae5ec995c639,Tekstil Ön Terbiyesi,alfa aktüel yayınları,Pervin Aniş,""87,00"",204,https://asset.kitapsepeti.com/tekstil-on-terbiyesi-454192-35-O.jpg,9789752530263";
"64bd37a659faae5ec995c63a,Fukuoka Üstat,yeni i̇nsan yayınevi,Larry Korn,""52,26"",256,https://asset.kitapsepeti.com/fukuoka-ustat-454129-35-O.jpg,9786257537735";
"64bd37a959faae5ec995c63b,İklim Krizi ve Türkiye,yeni i̇nsan yayınevi,Mehmet Emin Birpınar,""58,96"",280,https://asset.kitapsepeti.com/iklim-krizi-ve-turkiye-454121-35-O.jpg,9786257537797";
"64bd37ac59faae5ec995c63c,""Evrim, Bilim ve Tarih"",ginko kitap,Ergi Deniz Özsoy,""44,40"",112,https://asset.kitapsepeti.com/evrim-bilim-ve-tarih-453581-35-O.jpg,9786258362022";
"64bd37af59faae5ec995c63d,İktisadi Büyümenin Dinamikleri,nobel bilimsel eserler,Kolektif,""115,50"",316,https://asset.kitapsepeti.com/iktisadi-buyumenin-dinamikleri-453525-35-O.jpg,9786254333019";
"64bd37b259faae5ec995c63e,İlgilenim Yaklaşımıyla Davranışsal İktisat,paradigma akademi yayınları,Cennet Arman Zengi,""107,80"",211,https://asset.kitapsepeti.com/ilgilenim-yaklasimiyla-davranissal-iktisat-452836-35-O.jpg,9786258118056";
"64bd37b559faae5ec995c63f,Spor Bilimlerinde Akademik Yaklaşımlar - 5,gece kitaplığı,Salih Öner,""87,21"",159,https://asset.kitapsepeti.com/spor-bilimlerinde-akademik-yaklasimlar-5-452263-35-O.jpg,9786254301445";
"64bd37b859faae5ec995c640,Geleceğin Doğası: Biyoloji Yasaları ve İnsan Türünün Kaderi,minotor kitap,Rob Dunn,""94,25"",320,https://asset.kitapsepeti.com/gelecegin-dogasi-biyoloji-yasalari-ve-insan-turunun-kaderi-452216-35-O.jpg,9786057106193";
"64bd37bb59faae5ec995c641,TRX Antrenmanlarının Kadın Voleybolcularda Bazı Fiziksel ve Fizyolojik Özellikleri Üzerine Etkileri,gazi kitabevi,Mustafa Kerem,""39,36"",85,https://asset.kitapsepeti.com/trx-antrenmanlarinin-kadin-voleybolcularda-bazi-fiziksel-ve-fizyolojik-ozellikleri-uzerine-etkileri-451972-35-O.jpg,9786258374247";
"64bd37be59faae5ec995c642,Su Damlası,sarmal kitabevi,Eşref Atabey,""79,20"",229,https://asset.kitapsepeti.com/su-damlasi-349920-448530-34-O.jpg,9786257647502";
"64bd37c159faae5ec995c643,Genel Fizik Problem Çözümleri ve Teknolojinin Bilimsel İlkeleri,pegem akademi yayıncılık,Kolektif,""65,60"",184,https://asset.kitapsepeti.com/genel-fizik-problem-cozumleri-ve-teknolojinin-bilimsel-ilkeleri-448493-34-O.jpg,9789944919432";
"64bd37c459faae5ec995c644,Yeni Nesil Matematik Soruları,pegem akademi yayıncılık,Furkan Demir,""75,44"",112,https://asset.kitapsepeti.com/yeni-nesil-matematik-sorulari-448036-34-O.jpg,9786258044850";
"64bd37c859faae5ec995c645,Metaverse,kodlab yayın dağıtım,Terry Winters,""76,23"",112,https://asset.kitapsepeti.com/metaverse-349045-444894-34-O.jpg,9786257440417";
"64bd37cb59faae5ec995c646,Etki Eden ve Etkilenen Işık,cinius yayınları,Metin Şahin,""43,40"",58,https://asset.kitapsepeti.com/etki-eden-ve-etkilenen-isik-444880-34-O.jpg,9786258142839";
"64bd37cf59faae5ec995c647,Klinik Oftalmoloji: Renkli Atlas ve Genel Bakış - Pediatrik Oftalmoloji,ema tıp kitabevi,Christopher J. Rapuano,""864,00"",290,https://asset.kitapsepeti.com/klinik-oftalmoloji-renkli-atlas-ve-genel-bakis-pediatrik-oftalmoloji-444356-34-O.webp,9786257849647";
"64bd37d259faae5ec995c648,Klinik Oftalmoloji: Renkli Atlas ve Genel Bakış - Nöro-Oftalmoloji,ema tıp kitabevi,Christopher J. Rapuano,""864,00"",464,https://asset.kitapsepeti.com/klinik-oftalmoloji-renkli-atlas-ve-genel-bakis-noro-oftalmoloji-444355-34-O.webp,9786257849609";
"64bd37d559faae5ec995c649,Klinik Oftalmoloji: Renkli Atlas ve Genel Bakış - Oküloplastik,ema tıp kitabevi,Christopher J. Rapuano,""864,00"",315,https://asset.kitapsepeti.com/klinik-oftalmoloji-renkli-atlas-ve-genel-bakis-okuloplastik-444353-34-O.webp,9786257849616";
"64bd37d859faae5ec995c64a,Klinik Oftalmoloji: Renkli Atlas ve Genel Bakış - Glokom,ema tıp kitabevi,Christopher J. Rapuano,""864,00"",510,https://asset.kitapsepeti.com/klinik-oftalmoloji-renkli-atlas-ve-genel-bakis-glokom-444351-34-O.webp,9786257849630";
"64bd37db59faae5ec995c64b,Klinik Oftalmoloji: Renkli Atlas ve Genel Bakış - Kornea,ema tıp kitabevi,Christopher J. Rapuano,""864,00"",440,https://asset.kitapsepeti.com/klinik-oftalmoloji-renkli-atlas-ve-genel-bakis-kornea-444349-34-O.webp,9786257849623";
"64bd37df59faae5ec995c64c,Borcka District Coruh River Corridor Environmental Design Project,dora basım yayın,Çiğdem Bogenç,""73,95"",55,https://asset.kitapsepeti.com/borcka-district-coruh-river-corridor-environmental-design-project-444757-34-O.jpg,9786052473733";
"64bd37e259faae5ec995c64d,Tasarımda Göstergebilim: Kansei Mühendisliğinin Temelleri,günce yayınları,Eda Çorbacıoğlu,""72,00"",170,https://asset.kitapsepeti.com/tasarimda-gostergebilim-kansei-muhendisliginin-temelleri-444541-34-O.jpg,9786057144225";
"64bd37e559faae5ec995c64e,Nüfusun Ekonomi Politiği,dora basım yayın,Habib Aydın,""68,30"",86,https://asset.kitapsepeti.com/nufusun-ekonomi-politigi-444769-34-O.jpg,9786052473764";
"64bd37e859faae5ec995c64f,Geçmiş ve Geleceğin Değişimi,cinius yayınları,Metin Şahin,""46,50"",88,https://asset.kitapsepeti.com/gecmis-ve-gelecegin-degisimi-444875-34-O.jpg,9786258142846";
"64bd37eb59faae5ec995c650,""Salgın, İklim, Toplum"",metis yayınları,Ayşe Köse Badur,""152,46"",448,https://asset.kitapsepeti.com/salgin-iklim-toplum-444451-34-O.jpg,9786053162605";
"64bd37ee59faae5ec995c651,Tıbbi Helmintoloji,nobel tıp kitabevi,Özdem Anğ,""104,40"",168,https://asset.kitapsepeti.com/tibbi-helmintoloji-407729-34-O.jpg,9786053353355";
"64bd37f159faae5ec995c652,Bilinç ve Beyin,alfa yayınları,Stanislas Dehaene,""87,75"",392,https://asset.kitapsepeti.com/bilinc-ve-beyin-444209-34-O.jpg,9786051716718";
"64bd37f459faae5ec995c653,Tıp Terimleri El Sözlüğü,nobel tıp kitabevi,Utkan Kocatürk,""120,06"",525,https://asset.kitapsepeti.com/tip-terimleri-el-sozlugu-411815-34-O.jpg,9789757695041";
"64bd37f759faae5ec995c654,Dijitalim,sonçağ yayınları,Tuncay Dilci,""43,12"",202,https://asset.kitapsepeti.com/dijitalim-428377-34-O.jpg,9786257714785";
"64bd37fa59faae5ec995c655,Nörolojik Hastalıkların Rehabilitasyonu,bilmedya,Turgut Göksoy,""240,43"",464,https://asset.kitapsepeti.com/norolojik-hastaliklarin-rehabilitasyonu-427753-34-O.jpg,9789758267132";
"64bd37fd59faae5ec995c656,Cemre Düştü Yaz Göründü,filika yayınları,Vedat Güneş,""43,40"",152,https://asset.kitapsepeti.com/cemre-dustu-yaz-gorundu-427679-34-O.jpg,9786056721915";
"64bd380059faae5ec995c657,Meme Hastalıkları,nobel tıp kitabevi,Kolektif,""250,56"",304,https://asset.kitapsepeti.com/meme-hastaliklari-346393-426574-34-O.jpg,9786053355878";
"64bd380359faae5ec995c658,Farmasötik Kimyaya Giriş,nobel tıp kitabevi,H. Neşe Doğan,""89,61"",176,https://asset.kitapsepeti.com/farmasotik-kimyaya-giris-426572-34-O.jpg,9786053355823";
"64bd381159faae5ec995c659,HPV - Human Papilloma Virus,nobel tıp kitabevi,Hasan Turan,""89,61"",140,https://asset.kitapsepeti.com/hpv-human-papilloma-virus-426569-34-O.jpg,9786053355908";
"64bd381459faae5ec995c65a,Multipl Skleroz ve Fizyoterapisi,nobel tıp kitabevi,Kolektif,""133,98"",230,https://asset.kitapsepeti.com/multipl-skleroz-ve-fizyoterapisi-426556-34-O.jpg,9786053355809";
"64bd381859faae5ec995c65b,Sporcularda Ani Kalp Ölümü,nobel tıp kitabevi,Mustafa Yıldız,""89,61"",158,https://asset.kitapsepeti.com/sporcularda-ani-kalp-olumu-426555-34-O.jpg,9786053355915";
"64bd381b59faae5ec995c65c,""Akademi, Bürokrasi, Siyaset Sarmalında Sağlıkla Yaşamak 1. Kitap"",i̇stanbul medipol üniversitesi yayınları,Sabahattin Aydın,""57,75"",198,https://asset.kitapsepeti.com/akademi-burokrasi-siyaset-sarmalinda-saglikla-yasamak-1-kitap-435565-34-O.jpg,9786054797394";
"64bd381e59faae5ec995c65d,İnovasyon ve Endüstri 4.0,dora basım yayın,Cem Okan Tuncel,""73,95"",84,https://asset.kitapsepeti.com/inovasyon-ve-endustri-40-442537-34-O.jpg,9786052473665";
"64bd382159faae5ec995c65e,Mikroelektronik Laboratuvar Uygulamaları - 1,karahan kitabevi,Mustafa İstanbullu,""77,90"",246,https://asset.kitapsepeti.com/mikroelektronik-laboratuvar-uygulamalari-1-422464-34-O.jpg,9786057382306";
"64bd382459faae5ec995c65f,Türkiye`de İşgücü Piyasaları ve Göçmenlere Yönelik Tutumlar,dora basım yayın,Şenol Baştürk,""79,17"",156,https://asset.kitapsepeti.com/turkiyede-isgucu-piyasalari-ve-gocmenlere-yonelik-tutumlar-422466-34-O.jpg,9786052473702";
"64bd382859faae5ec995c660,Çoruh Havzası ve Artvin,zet yayınları,Ali Gündüz,""280,44"",724,https://asset.kitapsepeti.com/coruh-havzasi-ve-artvin-422692-34-O.jpg,9786050670820";
"64bd382b59faae5ec995c661,Bilimsel Araştırmalar,sonçağ yayınları,İlkin Gulusoy,""134,75"",282,https://asset.kitapsepeti.com/bilimsel-arastirmalar-421677-34-O.jpg,9786258455823";
"64bd382f59faae5ec995c662,Antrenör ve Sporcular İçin Dağ Koşularında Başarının Anahtarı,duvar kitabevi,Mehmet Bayansalduz,""31,35"",126,https://asset.kitapsepeti.com/antrenor-ve-sporcular-icin-dag-kosularinda-basarinin-anahtari-421041-34-O.jpg,9786257502894";
"64bd383359faae5ec995c663,Oyuna Yer Açın,dora basım yayın,Yavuz Kerem Demirbaş,""80,91"",218,https://asset.kitapsepeti.com/oyuna-yer-acin-420942-34-O.jpg,9786052473542";
"64bd383759faae5ec995c664,Covid-19 Sürecinde Çalışma Yaşamına Genel Bakış,dora basım yayın,Selim Gündüz,""104,40"",324,https://asset.kitapsepeti.com/covid-19-surecinde-calisma-yasamina-genel-bakis-420934-34-O.jpg,9786052473528";
