"_id,title,publisher,writers,price,page,image,isbn";
"64bd489259faae5ec995cb17,Enerji İletim Sistemleri Cilt 4,birsen yayınevi,Selim Ay,""269,50"",280,https://asset.kitapsepeti.com/enerji-iletim-sistemleri-cilt-4-338053-20-O.jpg,9789755116730";
"64bd489559faae5ec995cb18,Beethoven Kuş Gözlemcisi Miydi?,alabanda yayınları,David Turner,""24,80"",264,https://asset.kitapsepeti.com/beethoven-kus-gozlemcisi-miydi-304503-20-O.jpg,9786059158657";
"64bd489859faae5ec995cb19,Büyük Oluşum,gece kitaplığı,Zeki Çalışkan,""42,18"",237,https://asset.kitapsepeti.com/buyuk-olusum-304491-20-O.jpg,9786051807294";
"64bd489c59faae5ec995cb1a,Afektif Nörobilim,alfa yayınları,Jaak Panksepp,""146,25"",736,https://asset.kitapsepeti.com/afektif-norobilim-290627-20-O.jpg,9786051715599";
"64bd489f59faae5ec995cb1b,Karıncalar Arasında Serüvenler,alfa yayınları,Mark W. Moffett,""94,25"",460,https://asset.kitapsepeti.com/karincalar-arasinda-seruvenler-304876-20-O.jpg,9786051710976";
"64bd48a259faae5ec995cb1c,Modern Bilimin Oluşumu,alfa yayınları,Richard S. Westfall,""61,75"",220,https://asset.kitapsepeti.com/modern-bilimin-olusumu-328923-20-O.jpg,9786051711317";
"64bd48a559faae5ec995cb1d,Ölüler Sır Saklamaz,nika yayınevi,Nigel McCrery,""88,80"",256,https://asset.kitapsepeti.com/oluler-sir-saklamaz-289868-20-O.jpg,9786059386210";
"64bd48a959faae5ec995cb1e,Yaratılış Mı Evrim Mi?,ayrıntı yayınları,Andrew J. Petto,""107,80"",448,https://asset.kitapsepeti.com/yaratilis-mi-evrim-mi-448300-20-O.jpg,9786053141945";
"64bd48ac59faae5ec995cb1f,Astronomi,tuti kitap,Jeff Becan,""83,75"",160,https://asset.kitapsepeti.com/astronomi-204416-303479-20-O.jpg,9786059218283";
"64bd48af59faae5ec995cb20,İzafiyet ve Kuantum Fiziği,tuti kitap,Steven L. Manly,""83,75"",136,https://asset.kitapsepeti.com/izafiyet-ve-kuantum-fizigi-303475-20-O.jpg,9786059218290";
"64bd48b259faae5ec995cb21,Çözümlü Cebir Problemleri,nobel akademik yayıncılık,Ahmet Sinan Çevik,""92,40"",154,https://asset.kitapsepeti.com/cozumlu-cebir-problemleri-248943-20-O.jpg,9786053203759";
"64bd48b559faae5ec995cb22,Gemi Kiralama ve Demuraj-Dispeç Hesapları,nobel akademik yayıncılık,Tülin Şendur,""103,95"",278,https://asset.kitapsepeti.com/gemi-kiralama-ve-demuraj-dispec-hesaplari-185674-20-O.jpg,9786053202363";
"64bd48b859faae5ec995cb23,Genetik - Bios Instant Notes,nobel akademik yayıncılık,Garland Science,""169,40"",392,https://asset.kitapsepeti.com/genetik-bios-instant-notes-248835-20-O.jpg,9786053201755";
"64bd48bb59faae5ec995cb24,Kendi Sözleriyle Einstein,akıl çelen kitaplar,Anne Rooney,""42,00"",192,https://asset.kitapsepeti.com/kendi-sozleriyle-einstein-300497-20-O.jpg,9786059800990";
"64bd48be59faae5ec995cb25,Neden Hastalanırız,palme yayıncılık,George C. Williams,""97,58"",286,https://asset.kitapsepeti.com/neden-hastalaniriz-248427-20-O.jpg,9786053553854";
"64bd48c159faae5ec995cb26,Olasılıksızlık,say yayınları,David J. Hand,""75,00"",288,https://asset.kitapsepeti.com/olasiliksizlik-248151-20-O.jpg,9786050206005";
"64bd48c459faae5ec995cb27,Bilgisayar Bilimine Giriş,nobel akademik yayıncılık,Dennis Brylow,""231,00"",636,https://asset.kitapsepeti.com/bilgisayar-bilimine-giris-752891-20-O.jpg,9786053203612";
"64bd48c859faae5ec995cb28,Einstein Evreninde Zaman Yolculuk Olasılığı,akıl çelen kitaplar,J. Richard Gott,""77,00"",299,https://asset.kitapsepeti.com/einstein-evreninde-zaman-yolculuk-olasiligi-288720-20-O.jpg,9786052382004";
"64bd48cb59faae5ec995cb29,Tıbbi Sosyal Hizmet,nobel akademik yayıncılık,Kolektif,""103,95"",296,https://asset.kitapsepeti.com/tibbi-sosyal-hizmet-321787-20-O.jpg,9786053206125";
"64bd48ce59faae5ec995cb2a,Doğanın Keşfi,ayrıntı yayınları,Andrea Wulf,""154,00"",560,https://asset.kitapsepeti.com/doganin-kesfi-247359-20-O.jpg,9786053141891";
"64bd48d159faae5ec995cb2b,İntel Edison ile Nesnelerin İnterneti,pusula yayıncılık,Furkan Avci,""37,20"",125,https://asset.kitapsepeti.com/intel-edison-ile-nesnelerin-interneti-246815-20-O.jpg,9786058309814";
"64bd48d459faae5ec995cb2c,Buluşlarım,say yayınları,Nikola Tesla,""30,00"",100,https://asset.kitapsepeti.com/buluslarim-201451-327265-20-O.jpg,9786050205114";
"64bd48d659faae5ec995cb2d,Yaşamın Kökeni,say yayınları,Peter M. Hoffmann,""93,75"",352,https://asset.kitapsepeti.com/yasamin-kokeni-287332-20-O.jpg,9786050205053";
"64bd48da59faae5ec995cb2e,Üçüncü Kültür,alfa yayınları,John Brockman,""87,75"",400,https://asset.kitapsepeti.com/ucuncu-kultur-285570-20-O.jpg,9786051710211";
"64bd48dc59faae5ec995cb2f,Aslında Hayatımız Fizik,tebeşir yayınları,Hasan Kaya,""73,15"",224,https://asset.kitapsepeti.com/aslinda-hayatimiz-fizik-296285-20-O.jpg,9786054639793";
"64bd48e059faae5ec995cb30,Kültür,alfa yayınları,Kolektif,""71,50"",280,https://asset.kitapsepeti.com/kultur-200619-271451-20-O.jpg,9786051067926";
"64bd48e359faae5ec995cb31,""Işık, Renk, Şekil ve Yerçekimi"",i̇letişim yayınevi,Kolektif,""50,05"",119,https://asset.kitapsepeti.com/isik-renk-sekil-ve-yercekimi-340593-19-O.gif,9789750509322";
"64bd48e659faae5ec995cb32,Tanrıyı Arayan Fizik,ozan yayıncılık,Saadettin Merdin,""76,80"",448,https://asset.kitapsepeti.com/tanriyi-arayan-fizik-283702-19-O.jpg,9789944143998";
"64bd48e859faae5ec995cb33,Bilim Kuramına Giriş,i̇nkılap kitabevi,Elisabeth Ströker,""30,82"",174,https://asset.kitapsepeti.com/bilim-kuramina-giris-269385-19-O.jpg,9789751022820";
"64bd48ec59faae5ec995cb34,Sosyal ve Beşeri Bilimlerde Araştırma ve Değerlendirmeler-I,gece kitaplığı,Kolektif,""177,84"",540,https://asset.kitapsepeti.com/sosyal-ve-beseri-bilimlerde-arastirma-ve-degerlendirmeler-i-180609-19-O.jpg,9786258002249";
"64bd48ef59faae5ec995cb35,Fen Bilimleri ve Matematikte Araştırma ve Değerlendirmeler,gece kitaplığı,Kolektif,""109,44"",79,https://asset.kitapsepeti.com/fen-bilimleri-ve-matematikte-arastirma-ve-degerlendirmeler-197374-179459-19-O.jpg,9786258002331";
"64bd48f259faae5ec995cb36,Örnek Uygulamalar İle Python Programlama Makine Öğrenmesi,gece kitaplığı,Kolektif,""117,42"",183,https://asset.kitapsepeti.com/ornek-uygulamalar-ile-python-programlama-makine-ogrenmesi-180364-19-O.jpg,9786258032567";
"64bd48f559faae5ec995cb37,""Research Reviews in Architecture, Planning And Design"",gece kitaplığı,Kolektif,""109,44"",144,https://asset.kitapsepeti.com/research-reviews-in-architecture-planning-and-design-197349-180476-19-O.jpg,9786258002485";
"64bd48f859faae5ec995cb38,Research Reviews in Science and Mathematics,gece kitaplığı,Kolektif,""109,44"",149,https://asset.kitapsepeti.com/research-reviews-in-science-and-mathematics-197346-180492-19-O.jpg,9786258002416";
"64bd48fa59faae5ec995cb39,""Research Reviews in Agriculture, Forestry and Aquaculture Sciences – I"",gece kitaplığı,Kolektif,""109,44"",162,https://asset.kitapsepeti.com/research-reviews-in-agriculture-forestry-and-aquaculture-sciences-i-180469-19-O.jpg,9786258002492";
"64bd48fe59faae5ec995cb3a,Sosyal ve Beşeri Bilimlerde Araştırma ve Değerlendirmeler-III,gece kitaplığı,Kolektif,""189,24"",575,https://asset.kitapsepeti.com/sosyal-ve-beseri-bilimlerde-arastirma-ve-degerlendirmeler-iii-180603-19-O.jpg,9786258002225";
"64bd490159faae5ec995cb3b,Research Reviews in Health Sciences II,gece kitaplığı,Kolektif,""109,44"",182,https://asset.kitapsepeti.com/research-reviews-in-health-sciences-ii-180490-19-O.jpg,9786258002430";
"64bd490459faae5ec995cb3c,Research Reviews in Health Sciences I,gece kitaplığı,Kolektif,""109,44"",225,https://asset.kitapsepeti.com/research-reviews-in-health-sciences-i-180488-19-O.jpg,9786258002423";
"64bd490759faae5ec995cb3d,Research Reviews In Educational Sciences I,gece kitaplığı,Kolektif,""109,44"",120,https://asset.kitapsepeti.com/research-reviews-in-educational-sciences-i-180479-19-O.jpg,9786258002461";
"64bd490a59faae5ec995cb3e,Yeryüzüyle Barışmak,yeni i̇nsan yayınevi,Vandana Shiva,""58,96"",248,https://asset.kitapsepeti.com/yeryuzuyle-barismak-179717-19-O.jpg,9786257537032";
"64bd490d59faae5ec995cb3f,Eski ile Yeniye Bakmak,ketebe yayınları,Orhan Güneş,""73,70"",560,https://asset.kitapsepeti.com/eski-ile-yeniye-bakmak-179329-19-O.jpg,9786257587921";
"64bd491059faae5ec995cb40,Komşu Yapıların Kırılganlık Eğrileri ile Deprem Analizi,gece kitaplığı,Ali U. Akbulut,""55,86"",102,https://asset.kitapsepeti.com/komsu-yapilarin-kirilganlik-egrileri-ile-deprem-analizi-180199-19-O.jpg,9786258032604";
"64bd491459faae5ec995cb41,Havacılık Meteorolojisine Giriş,nobel akademik yayıncılık,Mikdat Kadıoğlu,""238,70"",504,https://asset.kitapsepeti.com/havacilik-meteorolojisine-giris-179209-19-O.jpg,9786254171185";
"64bd491759faae5ec995cb42,Mimarlık Planlama ve Tasarım Alanında Araştırma ve Değerlendirmeler II,gece kitaplığı,Kolektif,""109,44"",204,https://asset.kitapsepeti.com/mimarlik-planlama-ve-tasarim-alaninda-arastirma-ve-degerlendirmeler-ii-180265-19-O.jpg,9786258002539";
"64bd491a59faae5ec995cb43,""Ziraat, Orman ve Su Ürünlerinde Araştırma ve Değerlendirmeler II"",gece kitaplığı,Kolektif,""109,44"",192,https://asset.kitapsepeti.com/ziraat-orman-ve-su-urunlerinde-arastirma-ve-degerlendirmeler-ii-180099-19-O.jpg,9786258002201";
"64bd491d59faae5ec995cb44,In Search of Atlantica,siyasal kitabevi,Nejat Doğan,""123,20"",440,https://asset.kitapsepeti.com/in-search-of-atlantica-209702-19-O.jpg,9786059221252";
"64bd492b59faae5ec995cb45,En Hakiki Mürşit,doğan kitap,Cem Say,""69,30"",216,https://asset.kitapsepeti.com/en-hakiki-mursit-178898-19-O.jpg,9786258495942";
"64bd492e59faae5ec995cb46,Mutasyon Tespitinde Altın Nanopartikül Ajanı Kullanımı,cinius yayınları,Erhan Aptullahoğlu,""46,50"",110,https://asset.kitapsepeti.com/mutasyon-tespitinde-altin-nanopartikul-ajani-kullanimi-178799-19-O.jpg,9786257095129";
"64bd493159faae5ec995cb47,Darwin ve Türlerin Kökeni,e-kitap yayıncılık,Charles Darwin,""124,00"",282,https://asset.kitapsepeti.com/darwin-ve-turlerin-kokeni-178793-19-O.jpg,9786257157049";
"64bd493459faae5ec995cb48,Sayısal Fil,i̇nkılap kitabevi,Elif Küzeci,""102,51"",532,https://asset.kitapsepeti.com/sayisal-fil-178471-19-O.jpg,9789751042781";
"64bd493859faae5ec995cb49,Muhtemel İmkânsızlıklar - Başlangıçlar ve Bitişler Üzerine Düşünceler,minotor kitap,Alan Lightman,""68,25"",192,https://asset.kitapsepeti.com/muhtemel-imknsizliklar-baslangiclar-ve-bitisler-uzerine-dusunceler-178213-19-O.jpg,9786057106131";
"64bd493b59faae5ec995cb4a,David Eagleman Seti 4 Kitap,domingo yayınevi,David Eagleman,""307,53"",1008,https://asset.kitapsepeti.com/david-eagleman-seti-4-kitap-177940-19-O.jpg,9786051981550";
"64bd493e59faae5ec995cb4b,Bedene Dair Set 3 Kitap,domingo yayınevi,Ed Yong,""257,95"",1296,https://asset.kitapsepeti.com/bedene-dair-set-3-kitap-521515-19-O.jpg,9786051981543";
"64bd494259faae5ec995cb4c,Yöntemi Bulmak,i̇mge kitabevi yayınları,Doğan Ergun,""77,76"",206,https://asset.kitapsepeti.com/yontemi-bulmak-196478-177893-19-O.jpg,9789755334660";
"64bd494559faae5ec995cb4d,Doğa Bilimleri Tarihi,i̇mge kitabevi yayınları,Osman Gürel,""192,96"",512,https://asset.kitapsepeti.com/doga-bilimleri-tarihi-177733-19-O.jpg,9789755333311";
"64bd494859faae5ec995cb4e,İnsan Çevre Toplum,i̇mge kitabevi yayınları,Ruşen Keleş,""85,68"",546,https://asset.kitapsepeti.com/insan-cevre-toplum-177617-19-O.jpg,9789755330259";
"64bd494b59faae5ec995cb4f,Değişen Beyin,nobel akademik yayıncılık,Mariam Kavakcı,""73,15"",248,https://asset.kitapsepeti.com/degisen-beyin-177577-19-O.jpg,9786254330568";
"64bd494f59faae5ec995cb50,Babillilerden Günümüze Kozmoloji,i̇mge kitabevi yayınları,Halil Kırbıyık,""46,80"",160,https://asset.kitapsepeti.com/babillilerden-gunumuze-kozmoloji-177056-19-O.jpg,9789755333366";
"64bd495259faae5ec995cb51,Kopernik Devrimi,i̇mge kitabevi yayınları,Thomas S. Kuhn,""233,28"",476,https://asset.kitapsepeti.com/kopernik-devrimi-176755-19-O.jpg,9789755335667";
"64bd495659faae5ec995cb52,Dünden Bugüne İnsan,i̇mge kitabevi yayınları,Metin Özbek,""205,92"",479,https://asset.kitapsepeti.com/dunden-bugune-insan-176711-19-O.jpg,9789755333021";
"64bd495959faae5ec995cb53,""Yapım İşlerinde Sıhhi, Kalorifer Doğalgaz ve Yangın Tesisatı"",birsen yayınevi,Bahadır Birecikli,""269,50"",411,https://asset.kitapsepeti.com/yapim-islerinde-sihhi-kalorifer-dogalgaz-ve-yangin-tesisati-337989-19-O.jpg,9789755116792";
"64bd495c59faae5ec995cb54,Moleküler Biyoloji ve Biyoteknoloji İçin Matematiksel Hesaplamalar,palme yayıncılık,Frank H. Stephenson,""197,62"",496,https://asset.kitapsepeti.com/molekuler-biyoloji-ve-biyoteknoloji-icin-matematiksel-hesaplamalar-333065-19-O.jpg,9786053559825";
"64bd495f59faae5ec995cb55,Akıllı Makineler,paloma yayınevi,Ulrich Eberl,""80,40"",356,https://asset.kitapsepeti.com/akilli-makineler-221948-19-O.jpg,9786059200523";
"64bd496259faae5ec995cb56,New Horizons in the Defense Engineering,gece akademi,Ayhan Aytaç,""100,32"",222,https://asset.kitapsepeti.com/new-horizons-in-the-defense-engineering-273753-19-O.jpg,9786257046145";
"64bd496559faae5ec995cb57,Enerji İletim Sistemleri Cilt 5,birsen yayınevi,Selim Ay,""462,00"",641,https://asset.kitapsepeti.com/enerji-iletim-sistemleri-cilt-5-337995-19-O.jpg,9789755116839";
"64bd496859faae5ec995cb58,Kainat Saati,çıra yayınları,Rıfat Toktaş,""50,25"",259,https://asset.kitapsepeti.com/kainat-saati-213140-19-O.jpg,9786057901699";
"64bd496c59faae5ec995cb59,Hikaye Anlatan Hayvan,sola unitas,Jonathan Gottschall,""79,73"",256,https://asset.kitapsepeti.com/hikaye-anlatan-hayvan-339714-19-O.jpg,9786057628558";
"64bd496f59faae5ec995cb5a,Maple ile Sembolik Hesaplama,paradigma akademi yayınları,Can Aktaş,""92,40"",356,https://asset.kitapsepeti.com/maple-ile-sembolik-hesaplama-319064-19-O.jpg,9786059226523";
"64bd497259faae5ec995cb5b,Matematik ve Mühendislik Konularında 400 Matlab Uygulaması,birsen yayınevi,Muhsin Aydın,""308,00"",500,https://asset.kitapsepeti.com/matematik-ve-muhendislik-konularinda-400-matlab-uygulamasi-337996-19-O.jpg,9789755116884";
"64bd497559faae5ec995cb5c,İcat Çıkarma! 2,eksik parça yayınları,Rik Kuiper,""63,65"",152,https://asset.kitapsepeti.com/icat-cikarma-2-315054-19-O.jpg,9786052041567";
"64bd497859faae5ec995cb5d,Herkesin İstismar Ettiği Evrim Yeni Bir Yaklaşım,i̇kinci adam yayınları,Nurettin Başaran,""36,58"",372,https://asset.kitapsepeti.com/herkesin-istismar-ettigi-evrim-yeni-bir-yaklasim-301422-19-O.jpg,9786053066774";
"64bd497b59faae5ec995cb5e,Beyin Nasıl Çalışır?,odtü geliştirme vakfı yayıncılık,Peter Abrahams,""136,40"",176,https://asset.kitapsepeti.com/beyin-nasil-calisir-192665-301108-19-O.jpg,9786059856720";
"64bd497e59faae5ec995cb5f,Penisilin İle Deneysel Epilepsi Oluşturulan Sıçan Beyin Dokusuna Yüzme Egzersizi ve Üzüm Çekirdeği Ekstresinin Oksidatif Stres Parametreleri Üzerine Etkisi,akademisyen kitabevi,Ali Ahmet Doğan,""73,80"",110,https://asset.kitapsepeti.com/penisilin-ile-deneysel-epilepsi-olusturulan-sican-beyin-dokusuna-yuzme-egzersizi-ve-uzum-cekirdegi-ekstresinin-oksidatif-stres-parametreleri-uzerine-etkisi-313063-19-O.jpg,9786052581858";
"64bd498159faae5ec995cb60,Evrenin Kodları,grifin yayınları,Orhan Akağaç,""13,40"",112,https://asset.kitapsepeti.com/evrenin-kodlari-321171-19-O.jpg,9786056492754";
"64bd498459faae5ec995cb61,Her Yönüyle Bilim Merkezi,çizgi kitabevi yayınları,Kolektif,""154,00"",320,https://asset.kitapsepeti.com/her-yonuyle-bilim-merkezi-312936-19-O.jpg,9786051960630";
"64bd498759faae5ec995cb62,Serdar Başkan ile Bilim Makinesi,hep kitap,Serdar Aksu,""63,65"",260,https://asset.kitapsepeti.com/serdar-baskan-ile-bilim-makinesi-221041-19-O.jpg,9786051921914";
"64bd498a59faae5ec995cb63,Bir Zamanlar Dünya Düzken,maya kitap,Graeme Donald,""50,92"",186,https://asset.kitapsepeti.com/bir-zamanlar-dunya-duzken-220869-19-O.jpg,9786059902557";
"64bd498d59faae5ec995cb64,Astrofiziğin Dilinden Kozmoloji,üsküdar üniversitesi yayınları,Adem Tatlı,""28,80"",232,https://asset.kitapsepeti.com/astrofizigin-dilinden-kozmoloji-335347-19-O.jpg,9786059596237";
"64bd499059faae5ec995cb65,Sayılar Teorisi Çözümlü Problemleri,birsen yayınevi,Gürsel Yeşilot,""308,00"",472,https://asset.kitapsepeti.com/sayilar-teorisi-cozumlu-problemleri-337999-19-O.jpg,9789755116969";
"64bd499359faae5ec995cb66,Yarı Iletken Anahtarlar Tetikleme Devreleri ve Ayarlayıcıları,akademisyen kitabevi,Mehmet Zile,""57,40"",88,https://asset.kitapsepeti.com/yari-iletken-anahtarlar-tetikleme-devreleri-ve-ayarlayicilari-227364-19-O.jpg,9786052582978";
"64bd499659faae5ec995cb67,Son Buzul Erimeden,doğan kitap,Levent Kurnaz,""90,30"",480,https://asset.kitapsepeti.com/son-buzul-erimeden-227004-19-O.jpg,9786050966114";
"64bd499959faae5ec995cb68,Malzeme Teknolojisi,paradigma akademi yayınları,Serap Karagöz,""92,40"",148,https://asset.kitapsepeti.com/malzeme-teknolojisi-321156-19-O.jpg,9786057691125";
"64bd499c59faae5ec995cb69,Dengeleme Hesabı,nobel akademik yayıncılık,Mevlüt Güllü,""84,70"",220,https://asset.kitapsepeti.com/dengeleme-hesabi-225844-19-O.jpg,9786057846013";
"64bd499f59faae5ec995cb6a,""Fen Bilimleri Öğretimi ve STEM Etkinlikleri Güncel Öğretim Programlarıyla Uyumlu, PISA - TIMSS Soru Örnekleriyle İlişkilendirilmiş"",nobel akademik yayıncılık,Ahmet Tekbıyık,""165,55"",480,https://asset.kitapsepeti.com/fen-bilimleri-ogretimi-ve-stem-etkinlikleri-guncel-ogretim-programlariyla-uyumlu-pisa-timss-soru-ornekleriyle-iliskilendirilmis-265810-19-O.jpg,9786057928313";
"64bd49a259faae5ec995cb6b,Nitel Verileri Yorumlama,pegem akademi yayıncılık,David Silverman,""255,84"",672,https://asset.kitapsepeti.com/nitel-verileri-yorumlama-328806-19-O.jpg,9786052411520";
"64bd49a559faae5ec995cb6c,Sosyal Bilgiler Öğretiminde Yeni Yaklaşımlar - 4,pegem akademi yayıncılık,Bahadır Kılcan,""131,20"",440,https://asset.kitapsepeti.com/sosyal-bilgiler-ogretiminde-yeni-yaklasimlar-4-210630-19-O.jpg,9786257228725";
"64bd49a859faae5ec995cb6d,Dijital Kehanet,destek yayınları,Müberra Gürel,""22,10"",232,https://asset.kitapsepeti.com/dijital-kehanet-383240-19-O.jpg,9786053113317";
"64bd49ab59faae5ec995cb6e,Varoluşçuluk,say yayınları,Oscar Zarate,""56,25"",176,https://asset.kitapsepeti.com/varolusculuk-190165-214740-19-O.jpg,9786050206616";
"64bd49ae59faae5ec995cb6f,Solucanlara Piyano Çalan Adam,ginko kitap,Sargun A. Tont,""74,00"",244,https://asset.kitapsepeti.com/solucanlara-piyano-calan-adam-219841-18-O.jpg,9786058067882";
"64bd49b159faae5ec995cb70,Deneyler Misin?,pegem akademi yayıncılık,Ezgi Metin,""55,76"",148,https://asset.kitapsepeti.com/deneyler-misin-332450-18-O.jpg,9786052411766";
"64bd49b459faae5ec995cb71,Teknik Bilimlerde Güncel Yaklaşımlar,hiperlink yayınları,Ali Öz,""90,00"",132,https://asset.kitapsepeti.com/teknik-bilimlerde-guncel-yaklasimlar-276520-18-O.jpg,9786052810507";
"64bd49b759faae5ec995cb72,Python ile Derin Öğrenme,buzdağı yayınevi,François Chollet,""565,50"",400,https://asset.kitapsepeti.com/python-ile-derin-ogrenme-276672-18-O.jpg,9786056902420";
"64bd49ba59faae5ec995cb73,Bor Karbür ve Düşük Sıcaklık Bor Karbür Sentezleme Yöntemleri,nobel akademik yayıncılık,Buğra Çiçek,""100,10"",256,https://asset.kitapsepeti.com/bor-karbur-ve-dusuk-sicaklik-bor-karbur-sentezleme-yontemleri-456928-18-O.jpg,9786053209447";
"64bd49bd59faae5ec995cb74,Beynin ve Zihnin Kısa Tarihi,say yayınları,Matthias Eckoldt,""75,00"",232,https://asset.kitapsepeti.com/beynin-ve-zihnin-kisa-tarihi-224508-18-O.jpg,9786050206371";
"64bd49c059faae5ec995cb75,Daha Yakından Bak!,cezve kitap,Çiğdem Çıngıl Barış,""53,40"",192,https://asset.kitapsepeti.com/daha-yakindan-bak-215972-18-O.jpg,9786052297223";
"64bd49c359faae5ec995cb76,Deneylerle Büyüleyici Kimya,teleskop popüler bilim,Tatjana Mihajilov-Krstev,""37,50"",87,https://asset.kitapsepeti.com/deneylerle-buyuleyici-kimya-172184-18-O.jpg,9789752421523";
"64bd49c659faae5ec995cb77,Deneylerle Büyüleyici Mikro Organizmalar,teleskop popüler bilim,Tatjana Mihajilov-Krstev,""37,50"",96,https://asset.kitapsepeti.com/deneylerle-buyuleyici-mikro-organizmalar-172183-18-O.jpg,9789752421516";
"64bd49ca59faae5ec995cb78,Deneylerle Büyüleyici Doğa,teleskop popüler bilim,Tomislav Sencanski,""37,50"",94,https://asset.kitapsepeti.com/deneylerle-buyuleyici-doga-172182-18-O.jpg,9789752421530";
"64bd49ce59faae5ec995cb79,Siber Güvenlik Operasyonları Merkezi,gazi kitabevi,Evren Pazoğlu,""114,80"",246,https://asset.kitapsepeti.com/siber-guvenlik-operasyonlari-merkezi-312915-18-O.jpg,9786053449188";
"64bd49d159faae5ec995cb7a,Albert Einstein,fol kitap,Leopold Infeld,""56,88"",176,https://asset.kitapsepeti.com/albert-einstein-187770-204106-18-O.png,9786058068889";
"64bd49d459faae5ec995cb7b,Uygulamalı Biyoinformatik,palme yayıncılık,Oliver Koch,""143,50"",183,https://asset.kitapsepeti.com/uygulamali-biyoinformatik-545714-18-O.jpg,9786052823446";
"64bd49d759faae5ec995cb7c,Uyumsuzluk,paloma yayınevi,Mark Van Vugt,""79,06"",392,https://asset.kitapsepeti.com/uyumsuzluk-279222-18-O.jpg,9786059200363";
"64bd49da59faae5ec995cb7d,Kimyasal Tepkime Mühendisliği,palme yayıncılık,Octave Levenspiel,""241,08"",668,https://asset.kitapsepeti.com/kimyasal-tepkime-muhendisligi-330227-18-O.jpg,9786053556282";
"64bd49de59faae5ec995cb7e,İneklerin Gizli Hayatı,domingo yayınevi,Rosamund Young,""56,28"",144,https://asset.kitapsepeti.com/ineklerin-gizli-hayati-282471-18-O.jpg,9786051980485";
"64bd49e159faae5ec995cb7f,Kozmos´tan Kuantuma,dorlion yayınevi,H. Yalçın İnan,""100,89"",472,https://asset.kitapsepeti.com/kozmostan-kuantuma-281879-18-O.jpg,9786052237182";
"64bd49e459faae5ec995cb80,Yaratıcı Tür,domingo yayınevi,Anthony Brandt,""88,44"",304,https://asset.kitapsepeti.com/yaratici-tur-204469-18-O.jpg,9786051980850";
"64bd49f259faae5ec995cb81,Mühendisler İçin Uygulamalı İstatistik ve Olasılık,palme yayıncılık,Douglas C. Montgomery,""246,00"",780,https://asset.kitapsepeti.com/muhendisler-icin-uygulamali-istatistik-ve-olasilik-333357-18-O.jpg,9786052823422";
"64bd49f559faae5ec995cb82,Tanısal Kardiyoloji,doğu kitabevi,Rasim Enar,""268,00"",512,https://asset.kitapsepeti.com/tanisal-kardiyoloji-233689-18-O.jpg,9786052096338";
"64bd49f859faae5ec995cb83,Sınır Tanımayan Matematik,kitap dostu yayınları,Ender Rifat Ocak,""30,15"",240,https://asset.kitapsepeti.com/sinir-tanimayan-matematik-233533-18-O.jpg,9786054409662";
"64bd49fd59faae5ec995cb84,Şarköy Deresi Şarköy - Bağlar Deresi Marmara Ereğlisi Arasındaki Marmara Denizi Akaçlama Havzasının Tekirdağ Jeomorfolojik Özellikleri,akademi titiz yayınları,Emre Özşahin,""192,50"",229,https://asset.kitapsepeti.com/sarkoy-deresi-sarkoy-baglar-deresi-marmara-ereglisi-arasindaki-marmara-denizi-akaclama-havzasinin-tekirdag-jeomorfolojik-ozellikleri-452718-18-O.jpg,9786054673551";
"64bd4a0259faae5ec995cb85,Cerattepe Çevre Hareketi,ekin basım yayın,Bilge Kağan Şakacı,""78,30"",180,https://asset.kitapsepeti.com/cerattepe-cevre-hareketi-340864-18-O.png,9786053278047";
"64bd4a0659faae5ec995cb86,Üretim Süreçlerinin Entropik Analizi,çağlayan kitabevi,Ş. Alp Baray,""55,30"",78,https://asset.kitapsepeti.com/uretim-sureclerinin-entropik-analizi-255634-18-O.jpg,9789754360820";
"64bd4a0a59faae5ec995cb87,İnsan Türleriyle Yakın Temas,metis yayınları,Sang-Hee Lee,""101,64"",280,https://asset.kitapsepeti.com/insan-turleriyle-yakin-temas-254914-18-O.jpg,9786053162339";
"64bd4a0d59faae5ec995cb88,Kütleçekim,ginko kitap,A. Zee,""55,50"",182,https://asset.kitapsepeti.com/kutlecekim-300040-18-O.jpg,9786058067820";
"64bd4a1059faae5ec995cb89,Kompulsif Cinsel Davranışların Tedavisinde Bilişsel Davranışçı Terapi,pusula (kişisel) yayıncılık,Thaddeus Birchard,""86,40"",263,https://asset.kitapsepeti.com/kompulsif-cinsel-davranislarin-tedavisinde-bilissel-davranisci-terapi-319030-18-O.jpg,9786054912476";
"64bd4a1459faae5ec995cb8a,Yasak Evren,omega,Clive Prince,""131,25"",440,https://asset.kitapsepeti.com/yasak-evren-262898-18-O.jpg,9786050206234";
"64bd4a1759faae5ec995cb8b,Kuantum Dünyasında Küçük Bir Gezinti,bgst yayınları,Etienne Klein,""28,12"",133,https://asset.kitapsepeti.com/kuantum-dunyasinda-kucuk-bir-gezinti-262434-18-O.jpg,9789756165904";
"64bd4a1a59faae5ec995cb8c,Darwin - Herkes İçin Evrim,bgst yayınları,Jean-Baptiste de Panafieu,""28,86"",148,https://asset.kitapsepeti.com/darwin-herkes-icin-evrim-262426-18-O.jpg,9789756165898";
